tid,year
1294233649987149824,2020-08-14
1294233607175839744,2020-08-14
1294233548199792641,2020-08-14
1294233498514055168,2020-08-14
1294233466461192192,2020-08-14
1294232685943062528,2020-08-14
1294232550114820096,2020-08-14
1294232517936132096,2020-08-14
1294232434142314497,2020-08-14
1294136619406995456,2020-08-14
1294136585886134272,2020-08-14
1294136340896915457,2020-08-14
1294136186802339841,2020-08-14
1294052825845182464,2020-08-13
1294051967933841415,2020-08-13
1294051966818177026,2020-08-13
1294022819253231618,2020-08-13
1293985545534746625,2020-08-13
1293985539230752769,2020-08-13
1293985532205248516,2020-08-13
1293985525578313729,2020-08-13
1293985518275956736,2020-08-13
1293985511690907648,2020-08-13
1293976130416861184,2020-08-13
1293937894525227013,2020-08-13
1293937233037230080,2020-08-13
1293922936609546240,2020-08-13
1293922803419353088,2020-08-13
1293919097617625089,2020-08-13
1293918918852120576,2020-08-13
1293918881237671936,2020-08-13
1293909392459350019,2020-08-13
1293869227036811265,2020-08-13
1293861034009268224,2020-08-13
1293860654626078721,2020-08-13
1293730276540022784,2020-08-13
1293729253285126146,2020-08-13
1293729081947815936,2020-08-13
1293722878882598914,2020-08-13
1293667874188533762,2020-08-12
1293625003750109184,2020-08-12
1293619734894837760,2020-08-12
1293619626681737219,2020-08-12
1293619360762925057,2020-08-12
1293619293628829696,2020-08-12
1293619264973414401,2020-08-12
1293619226020806659,2020-08-12
1293619197096927232,2020-08-12
1293619155422400512,2020-08-12
1293619129354801163,2020-08-12
1293619109180080128,2020-08-12
1293619078129692672,2020-08-12
1293619029836468224,2020-08-12
1293618992150720512,2020-08-12
1293618947586248704,2020-08-12
1293618908654645248,2020-08-12
1293618870746570756,2020-08-12
1293618631943901185,2020-08-12
1293586660790239238,2020-08-12
1293525010523578375,2020-08-12
1293520377952567307,2020-08-12
1293517514798960640,2020-08-12
1293513735533924352,2020-08-12
1293510853074051073,2020-08-12
1293508066042875904,2020-08-12
1293368220498505728,2020-08-12
1293335445879820288,2020-08-11
1293335144775004160,2020-08-11
1293314244008644609,2020-08-11
1293292784703672320,2020-08-11
1293285949917495300,2020-08-11
1293163818282094594,2020-08-11
1293163704188645385,2020-08-11
1293151454069391360,2020-08-11
1293151453029322753,2020-08-11
1293141672440877056,2020-08-11
1293141671509659650,2020-08-11
1292964115003179008,2020-08-10
1292945174792937472,2020-08-10
1292940951825063938,2020-08-10
1292908143920455681,2020-08-10
1292886763690745859,2020-08-10
1292886460576813057,2020-08-10
1292886342083522561,2020-08-10
1292886205810573312,2020-08-10
1292886176219766784,2020-08-10
1292880642276036608,2020-08-10
1292880641311334400,2020-08-10
1292880134022795266,2020-08-10
1292880004183920641,2020-08-10
1292879824210595842,2020-08-10
1292879715775250432,2020-08-10
1292879622145814529,2020-08-10
1292877984488198147,2020-08-10
1292873531382992901,2020-08-10
1292872318562205699,2020-08-10
1292838130526158848,2020-08-10
1292837084152107010,2020-08-10
1292832946077007886,2020-08-10
1292810574603202565,2020-08-10
1292638186842337281,2020-08-10
1292628590425759747,2020-08-10
1292628551926263808,2020-08-10
1292602661531983880,2020-08-09
1292602267678507009,2020-08-09
1292287207533936645,2020-08-09
1292286038518280192,2020-08-09
1292285575454691330,2020-08-09
1292284959533793282,2020-08-09
1292284850125316096,2020-08-09
1292276970164715521,2020-08-09
1292239034966773761,2020-08-08
1292217551666192390,2020-08-08
1292217539376951296,2020-08-08
1292217523480473601,2020-08-08
1292217503951790087,2020-08-08
1292194488790798336,2020-08-08
1292190319845478402,2020-08-08
1292181029541879812,2020-08-08
1291895232569761792,2020-08-08
1291895182535909376,2020-08-08
1291894905107873795,2020-08-08
1291894896928993280,2020-08-08
1291894874892009472,2020-08-08
1291894855707361282,2020-08-08
1291880690884259842,2020-08-07
1291871370197041152,2020-08-07
1291864911509938176,2020-08-07
1291864496571666438,2020-08-07
1291864495648890881,2020-08-07
1291864494608732170,2020-08-07
1291842540023558146,2020-08-07
1291749761511456768,2020-08-07
1291748179726209024,2020-08-07
1291732831102803968,2020-08-07
1291722355471941633,2020-08-07
1291721526341926912,2020-08-07
1291718731224305670,2020-08-07
1291718043261968385,2020-08-07
1291717905239937026,2020-08-07
1291717770791583744,2020-08-07
1291717616579547136,2020-08-07
1291717437616947203,2020-08-07
1291717271027625985,2020-08-07
1291716869100122112,2020-08-07
1291716077404250113,2020-08-07
1291714762980708353,2020-08-07
1291714598140338181,2020-08-07
1291714356485525506,2020-08-07
1291713214066184192,2020-08-07
1291535003466096641,2020-08-07
1291494244943908865,2020-08-06
1291489202157293568,2020-08-06
1291489131818885126,2020-08-06
1291488732173012992,2020-08-06
1291488510525034496,2020-08-06
1291488374835097601,2020-08-06
1291488374835097600,2020-08-06
1291483070697283590,2020-08-06
1291478222568333318,2020-08-06
1291478097699778565,2020-08-06
1291457000283541511,2020-08-06
1291443251803815948,2020-08-06
1291435765575176192,2020-08-06
1291422531874770944,2020-08-06
1291422027060936704,2020-08-06
1291421560658472960,2020-08-06
1291416662059544576,2020-08-06
1291415901636423681,2020-08-06
1291402819287814145,2020-08-06
1291394961217400832,2020-08-06
1291339436727382016,2020-08-06
1291233589758132224,2020-08-06
1291233167312072704,2020-08-06
1291232452875300864,2020-08-06
1291232236151373824,2020-08-06
1291231474239311873,2020-08-06
1291230139477569536,2020-08-06
1291228757437579264,2020-08-06
1291227825257811969,2020-08-06
1291227433304301568,2020-08-06
1291227371543171073,2020-08-06
1291224128427642882,2020-08-06
1291221742116012032,2020-08-06
1291220257416282115,2020-08-06
1291212336204849154,2020-08-06
1291166830946656259,2020-08-06
1291144918673559553,2020-08-05
1291128817810014209,2020-08-05
1291117659086561280,2020-08-05
1291074236992323590,2020-08-05
1291073985107693568,2020-08-05
1291061635348680704,2020-08-05
1291061529236905985,2020-08-05
1291061411167252483,2020-08-05
1291015075541786624,2020-08-05
1291012543419482113,2020-08-05
1290967953542909952,2020-08-05
1290961666465726464,2020-08-05
1290959521234456577,2020-08-05
1290958442857926656,2020-08-05
1290957958445182976,2020-08-05
1290957656321073152,2020-08-05
1290956691488612358,2020-08-05
1290954964081225729,2020-08-05
1290954271140216833,2020-08-05
1290952940602130437,2020-08-05
1290949993600294913,2020-08-05
1290794273261133824,2020-08-04
1290784892469555201,2020-08-04
1290784766166474753,2020-08-04
1290784748072247303,2020-08-04
1290784742238027777,2020-08-04
1290784645672468482,2020-08-04
1290781707151577089,2020-08-04
1290781087619321860,2020-08-04
1290780653596876801,2020-08-04
1290780629836193793,2020-08-04
1290771580910526467,2020-08-04
1290754940231712770,2020-08-04
1290741980813824005,2020-08-04
1290730748132167681,2020-08-04
1290727631114166272,2020-08-04
1290692768675901440,2020-08-04
1290687393293631489,2020-08-04
1290677513501409285,2020-08-04
1290675275655786497,2020-08-04
1290658863319003138,2020-08-04
1290648990242004992,2020-08-04
1290638211354693632,2020-08-04
1290624578692304896,2020-08-04
1290623558461411333,2020-08-04
1290488364362170371,2020-08-04
1290477057709756416,2020-08-04
1290462815891881986,2020-08-04
1290460849296019459,2020-08-04
1290459912804368391,2020-08-04
1290459751885742084,2020-08-04
1290459657199333379,2020-08-04
1290459584847654917,2020-08-04
1290418034646163456,2020-08-03
1290417971349925888,2020-08-03
1290417952899182592,2020-08-03
1290413397490761729,2020-08-03
1290413383301423105,2020-08-03
1290413340116889600,2020-08-03
1290413335985430528,2020-08-03
1290401249251270663,2020-08-03
1290308363872538624,2020-08-03
1290284578578419712,2020-08-03
1290283634130214913,2020-08-03
1290282508303716352,2020-08-03
1290270589945430016,2020-08-03
1290267685117460481,2020-08-03
1290261807282757632,2020-08-03
1290257055534551043,2020-08-03
1290253369404092417,2020-08-03
1290252674777133057,2020-08-03
1290250416278532096,2020-08-03
1290247914783047680,2020-08-03
1290247823271878657,2020-08-03
1290247760768192513,2020-08-03
1290247721761280003,2020-08-03
1290247650139308033,2020-08-03
1290247555981258752,2020-08-03
1290247499630829568,2020-08-03
1290097359204913152,2020-08-03
1290011585587666946,2020-08-02
1290011569657610240,2020-08-02
1290002828203667458,2020-08-02
1289999271664787463,2020-08-02
1289997897723863040,2020-08-02
1289894127778377728,2020-08-02
1289887533250351110,2020-08-02
1289882843032637442,2020-08-02
1289882252734693377,2020-08-02
1289882034358439936,2020-08-02
1289881464184532994,2020-08-02
1289881349466107907,2020-08-02
1289881071610339329,2020-08-02
1289881045815320577,2020-08-02
1289880428854181889,2020-08-02
1289880214810423296,2020-08-02
1289879522700152833,2020-08-02
1289879445914841089,2020-08-02
1289878218904764417,2020-08-02
1289877695367536640,2020-08-02
1289877179791110144,2020-08-02
1289874301517066241,2020-08-02
1289873585318899712,2020-08-02
1289870819909406720,2020-08-02
1289870575687499781,2020-08-02
1289870016272166913,2020-08-02
1289866271950086145,2020-08-02
1289865773658210304,2020-08-02
1289865285965688832,2020-08-02
1289863552912838661,2020-08-02
1289863070836121601,2020-08-02
1289861494306295808,2020-08-02
1289860984069173248,2020-08-02
1289858922690621440,2020-08-02
1289857846557868038,2020-08-02
1289852785379295232,2020-08-02
1289782336809140224,2020-08-02
1289782253472452609,2020-08-02
1289777065995038720,2020-08-02
1289776958512005120,2020-08-02
1289776792161591298,2020-08-02
1289776269706502144,2020-08-02
1289776166174248960,2020-08-02
1289775204567138304,2020-08-02
1289774962757140480,2020-08-02
1289774911414657024,2020-08-02
1289774643616784387,2020-08-02
1289774600021131265,2020-08-02
1289774333808738304,2020-08-02
1289774273205338112,2020-08-02
1289774239017361409,2020-08-02
1289773073462304768,2020-08-02
1289771689874567169,2020-08-02
1289770262783619073,2020-08-02
1289767682196242437,2020-08-02
1289766130819588096,2020-08-02
1289741750680993794,2020-08-02
1289741170373844992,2020-08-02
1289740676989476864,2020-08-02
1289740601659858944,2020-08-02
1289740305533607937,2020-08-02
1289740267126288384,2020-08-02
1289740135714578435,2020-08-02
1289740108426620928,2020-08-02
1289740067116744704,2020-08-02
1289739946786525184,2020-08-02
1289739831938093056,2020-08-02
1289739813650718720,2020-08-02
1289734620347473920,2020-08-02
1289734596846731265,2020-08-02
1289734578815381504,2020-08-02
1289734560863854593,2020-08-02
1289734544426442752,2020-08-02
1289734528043372547,2020-08-02
1289734510964281345,2020-08-02
1289734498561617920,2020-08-02
1289732421710036994,2020-08-02
1289731760838721536,2020-08-02
1289675192172597248,2020-08-01
1289674638285447168,2020-08-01
1289657702608547840,2020-08-01
1289656445261119490,2020-08-01
1289646330361470977,2020-08-01
1289644402906763265,2020-08-01
1289639829810999297,2020-08-01
1289636367283232768,2020-08-01
1289633994242322432,2020-08-01
1289633894237474816,2020-08-01
1289633359681839105,2020-08-01
1289408673324777472,2020-08-01
1289407195029762049,2020-08-01
1289397528639791104,2020-08-01
1289358246541553664,2020-08-01
1289353615224668160,2020-08-01
1289352821591216128,2020-08-01
1289314056654843905,2020-07-31
1289312630608465920,2020-07-31
1289288621900435457,2020-07-31
1289284178127646720,2020-07-31
1289283987718828032,2020-07-31
1289283091635122176,2020-07-31
1289282585718190080,2020-07-31
1289276330320654336,2020-07-31
1289275972919816192,2020-07-31
1289275311272521728,2020-07-31
1289261848865406976,2020-07-31
1289260338135699456,2020-07-31
1289201326375804930,2020-07-31
1289201322588241920,2020-07-31
1289187953269342208,2020-07-31
1288981002849865728,2020-07-30
1288968970331213830,2020-07-30
1288966119676616704,2020-07-30
1288953059717128192,2020-07-30
1288947487911419905,2020-07-30
1288933202812456968,2020-07-30
1288933078287745024,2020-07-30
1288932940337090561,2020-07-30
1288913001135968262,2020-07-30
1288907923914137604,2020-07-30
1288907916020461569,2020-07-30
1288843391065882629,2020-07-30
1288832830773100544,2020-07-30
1288826742539464707,2020-07-30
1288818160389558273,2020-07-30
1288815049604292610,2020-07-30
1288809157722877952,2020-07-30
1288620254130626561,2020-07-29
1288616496638255105,2020-07-29
1288602262567153664,2020-07-29
1288600743482548225,2020-07-29
1288600710263660546,2020-07-29
1288600594014285824,2020-07-29
1288599151349923840,2020-07-29
1288572901323677702,2020-07-29
1288564391735066625,2020-07-29
1288564098242957313,2020-07-29
1288564064583589889,2020-07-29
1288561589155749888,2020-07-29
1288561241351426050,2020-07-29
1288520310531272708,2020-07-29
1288520300250923014,2020-07-29
1288519484823810048,2020-07-29
1288519158368481280,2020-07-29
1288511210543964162,2020-07-29
1288511206790111233,2020-07-29
1288509572223651840,2020-07-29
1288509568578777088,2020-07-29
1288506554585505793,2020-07-29
1288503765008445441,2020-07-29
1288503660264058880,2020-07-29
1288503343640276994,2020-07-29
1288503162404397061,2020-07-29
1288503057999749121,2020-07-29
1288502990798639105,2020-07-29
1288502576229445632,2020-07-29
1288442428094128133,2020-07-29
1288442413879566337,2020-07-29
1288436818573168641,2020-07-29
1288436755646099459,2020-07-29
1288435776632631296,2020-07-29
1288435620981944321,2020-07-29
1288435541344694272,2020-07-29
1288435464102383618,2020-07-29
1288435342182318081,2020-07-29
1288434969572933634,2020-07-29
1288434894218178560,2020-07-29
1288434811892371457,2020-07-29
1288434727331004416,2020-07-29
1288434637359001601,2020-07-29
1288434400733077504,2020-07-29
1288434320273702912,2020-07-29
1288434244524572672,2020-07-29
1288434112559292417,2020-07-29
1288433749156388864,2020-07-29
1288433395178115072,2020-07-29
1288325296668774401,2020-07-29
1288325182986375168,2020-07-29
1288236201967849479,2020-07-28
1288236060011638784,2020-07-28
1288235002602442752,2020-07-28
1288234991483269123,2020-07-28
1288232888731873281,2020-07-28
1288231439272677376,2020-07-28
1288231358574268421,2020-07-28
1288231315251367936,2020-07-28
1288231298260238340,2020-07-28
1288231202151956481,2020-07-28
1288231189191495682,2020-07-28
1288222951511392256,2020-07-28
1288109093694005253,2020-07-28
1288109090061705222,2020-07-28
1288095296363405314,2020-07-28
1287955156387201024,2020-07-28
1287953623549444098,2020-07-28
1287953293155721223,2020-07-28
1287952879370764295,2020-07-28
1287951768006131713,2020-07-28
1287951607506841601,2020-07-28
1287951596832391169,2020-07-28
1287951509427298305,2020-07-28
1287951461041807360,2020-07-28
1287950772815241217,2020-07-28
1287950505537351680,2020-07-28
1287950379813081091,2020-07-28
1287949972638511105,2020-07-28
1287949578441023488,2020-07-28
1287949518986780673,2020-07-28
1287949095475306497,2020-07-28
1287949070405787648,2020-07-28
1287947889399013376,2020-07-28
1287947826165620736,2020-07-28
1287947772822528000,2020-07-28
1287947119387652097,2020-07-28
1287945545600966658,2020-07-28
1287945543642222599,2020-07-28
1287936582411067392,2020-07-28
1287885395590619138,2020-07-27
1287880895051907072,2020-07-27
1287877621380837378,2020-07-27
1287843182278053889,2020-07-27
1287843019627155456,2020-07-27
1287843003973984256,2020-07-27
1287842778874085381,2020-07-27
1287755668053790724,2020-07-27
1287755616732229638,2020-07-27
1287755448960135171,2020-07-27
1287754912919687169,2020-07-27
1287754549499920384,2020-07-27
1287754508626526209,2020-07-27
1287754010791903232,2020-07-27
1287753882253299713,2020-07-27
1287753824652988418,2020-07-27
1287753780470198273,2020-07-27
1287753745770655744,2020-07-27
1287753652891987970,2020-07-27
1287753586403938310,2020-07-27
1287752842837712898,2020-07-27
1287751970636398592,2020-07-27
1287751921852387330,2020-07-27
1287751892509118465,2020-07-27
1287751864977678339,2020-07-27
1287751794148466693,2020-07-27
1287751778059067393,2020-07-27
1287751757020442626,2020-07-27
1287751736715882497,2020-07-27
1287751710576910337,2020-07-27
1287751688795955207,2020-07-27
1287751643052879872,2020-07-27
1287751612040130562,2020-07-27
1287751550681731078,2020-07-27
1287751523150241794,2020-07-27
1287749618479124480,2020-07-27
1287749194581671941,2020-07-27
1287749138130575363,2020-07-27
1287749042521473024,2020-07-27
1287748921956208640,2020-07-27
1287741370007007232,2020-07-27
1287741330144342016,2020-07-27
1287741326411419649,2020-07-27
1287561862272430080,2020-07-27
1287560403480788995,2020-07-27
1287559569757986817,2020-07-27
1287559399729434624,2020-07-27
1287558855510171649,2020-07-27
1287558805413228545,2020-07-27
1287558724068900865,2020-07-27
1287558657371246592,2020-07-27
1287558619643260930,2020-07-27
1287558464210907136,2020-07-27
1287558198908526593,2020-07-27
1287558150963564544,2020-07-27
1287557933320921088,2020-07-27
1287557917382594566,2020-07-27
1287557495662080002,2020-07-27
1287557442146938885,2020-07-27
1287557366469111813,2020-07-27
1287555257711525891,2020-07-27
1287554056727040008,2020-07-27
1287553771677954049,2020-07-27
1287552699991375872,2020-07-27
1287552634698625027,2020-07-27
1287552567992446976,2020-07-27
1287551977065345024,2020-07-27
1287551884434108417,2020-07-27
1287551390793871361,2020-07-27
1287549318992470021,2020-07-27
1287549045687410691,2020-07-27
1287548353774059520,2020-07-27
1287546865823682563,2020-07-27
1287543914413592580,2020-07-27
1287543805189685249,2020-07-27
1287543557176385536,2020-07-27
1287543421331296257,2020-07-27
1287542980530917377,2020-07-27
1287542004533125125,2020-07-27
1287541729449648128,2020-07-27
1287540948654854144,2020-07-27
1287539708072009730,2020-07-27
1287538300505526275,2020-07-27
1287538222105534464,2020-07-27
1287537956933308416,2020-07-26
1287537788049645568,2020-07-26
1287537600409014278,2020-07-26
1287536978712580096,2020-07-26
1287536846050820102,2020-07-26
1287521478431383552,2020-07-26
1287517470497083393,2020-07-26
1287490820669616128,2020-07-26
1287488316565344257,2020-07-26
1287478979574800384,2020-07-26
1287473812733341696,2020-07-26
1287472054527197190,2020-07-26
1287470740237946882,2020-07-26
1287455273473507330,2020-07-26
1287373747180244992,2020-07-26
1287371355332190208,2020-07-26
1287370810529845248,2020-07-26
1287370583001399296,2020-07-26
1287370459730911235,2020-07-26
1287368577557975041,2020-07-26
1287366627672166401,2020-07-26
1287251585396023298,2020-07-26
1287250572949807104,2020-07-26
1287220358731509762,2020-07-26
1287219821202087936,2020-07-26
1287219198729519104,2020-07-26
1287164119867699202,2020-07-25
1287119189359104006,2020-07-25
1287119187324874754,2020-07-25
1287004513677844482,2020-07-25
1286994880808591360,2020-07-25
1286993270816378881,2020-07-25
1286992810835677184,2020-07-25
1286992521931915265,2020-07-25
1286991323728416772,2020-07-25
1286991201355300864,2020-07-25
1286990480102825984,2020-07-25
1286985175075827712,2020-07-25
1286982004358160384,2020-07-25
1286982002604998656,2020-07-25
1286879353490612226,2020-07-25
1286879311463579648,2020-07-25
1286878765793054722,2020-07-25
1286878242377478144,2020-07-25
1286877623747051524,2020-07-25
1286875060263936002,2020-07-25
1286869735590813696,2020-07-25
1286867436193685504,2020-07-25
1286866597865566209,2020-07-25
1286866222903103491,2020-07-25
1286821179806842883,2020-07-25
1286807899314872320,2020-07-24
1286797798847860736,2020-07-24
1286779564627316736,2020-07-24
1286779555764744193,2020-07-24
1286779546612703232,2020-07-24
1286762262334758912,2020-07-24
1286761119944708097,2020-07-24
1286761004785860611,2020-07-24
1286749909077635075,2020-07-24
1286734646135447553,2020-07-24
1286669631072108546,2020-07-24
1286662316717744128,2020-07-24
1286646085541416960,2020-07-24
1286465485136179201,2020-07-24
1286460331842244608,2020-07-24
1286455767462219778,2020-07-24
1286446796181508106,2020-07-23
1286412162240598022,2020-07-23
1286404022442831873,2020-07-23
1286372175117791236,2020-07-23
1286337596206055432,2020-07-23
1286332695023431683,2020-07-23
1286299924141932550,2020-07-23
1286280956710723585,2020-07-23
1286280368828579846,2020-07-23
1286280084182179846,2020-07-23
1286280034077073409,2020-07-23
1286279853910700035,2020-07-23
1286279796675280896,2020-07-23
1286279730887622656,2020-07-23
1286279663850000384,2020-07-23
1286279555095961604,2020-07-23
1286279298417131522,2020-07-23
1286279221900443648,2020-07-23
1286278860330414080,2020-07-23
1286278629433933825,2020-07-23
1286278183885701121,2020-07-23
1286278102742700033,2020-07-23
1286277957531598848,2020-07-23
1286277789402963969,2020-07-23
1286277757673123841,2020-07-23
1286277665071267841,2020-07-23
1286277431968632837,2020-07-23
1286277310501593092,2020-07-23
1286277164195774465,2020-07-23
1286276987217215488,2020-07-23
1286276821336514565,2020-07-23
1286276357853454336,2020-07-23
1286276239796449284,2020-07-23
1286276163107729408,2020-07-23
1286276076096892930,2020-07-23
1286275997676048384,2020-07-23
1286275453850980354,2020-07-23
1286275182374670336,2020-07-23
1286275070772621320,2020-07-23
1286274749442793474,2020-07-23
1286274652155736065,2020-07-23
1286274303529558019,2020-07-23
1286274155302838272,2020-07-23
1286273785608515584,2020-07-23
1286273707485405188,2020-07-23
1286273599213576192,2020-07-23
1286273485514448900,2020-07-23
1286273037520732160,2020-07-23
1286272857337663489,2020-07-23
1286272009580797956,2020-07-23
1286271596349489153,2020-07-23
1286270724836069379,2020-07-23
1286268988226502658,2020-07-23
1286268863169077248,2020-07-23
1286266178789310465,2020-07-23
1286070129965649922,2020-07-22
1286068904788361222,2020-07-22
1286068874560102404,2020-07-22
1286068741063749636,2020-07-22
1286068727017091072,2020-07-22
1286056250468376577,2020-07-22
1286039719013490689,2020-07-22
1286039600796925955,2020-07-22
1286039454528999426,2020-07-22
1286039444571725825,2020-07-22
1286027688646520833,2020-07-22
1286021372070830084,2020-07-22
1285739634350264322,2020-07-22
1285739601513062401,2020-07-22
1285737936839946245,2020-07-22
1285737918548541440,2020-07-22
1285700831782862850,2020-07-21
1285683762563555336,2020-07-21
1285540318503407622,2020-07-21
1285538283892748288,2020-07-21
1285526989667958784,2020-07-21
1285524871666118656,2020-07-21
1285522754129858560,2020-07-21
1285520982648729600,2020-07-21
1285520211593105413,2020-07-21
1285299379746811915,2020-07-20
1285206391708360705,2020-07-20
1285196013020610562,2020-07-20
1284899438591451137,2020-07-19
1284894958567260163,2020-07-19
1284894845614600194,2020-07-19
1284831061181173761,2020-07-19
1284816646104928256,2020-07-19
1284728158441418754,2020-07-19
1284684172511019013,2020-07-19
1284683909524070402,2020-07-19
1284683704435191808,2020-07-19
1284683657207336960,2020-07-19
1284683591268601856,2020-07-19
1284683453309628417,2020-07-19
1284680519263948800,2020-07-19
1284680095991508993,2020-07-19
1284586459358466048,2020-07-18
1284549896389955585,2020-07-18
1284354405731651584,2020-07-18
1284354319941283841,2020-07-18
1284354303763898369,2020-07-18
1284354291369680896,2020-07-18
1284353974112522240,2020-07-18
1284353955980554240,2020-07-18
1284353935562678273,2020-07-18
1284352892271566849,2020-07-18
1284352619780218882,2020-07-18
1284352501286875142,2020-07-18
1284352298622361600,2020-07-18
1284352067096772609,2020-07-18
1284351190768156673,2020-07-18
1284350086227558401,2020-07-18
1284349968313180161,2020-07-18
1284349693007454208,2020-07-18
1284349611642171397,2020-07-18
1284349538300506112,2020-07-18
1284349446248071168,2020-07-18
1284349394184220672,2020-07-18
1284349350634823680,2020-07-18
1284349169088561152,2020-07-18
1284348939739844613,2020-07-18
1284348643932332032,2020-07-18
1284348228482326539,2020-07-18
1284347857751945218,2020-07-18
1284347495787761666,2020-07-18
1284347358491353093,2020-07-18
1284347039195762688,2020-07-18
1284346698916036608,2020-07-18
1284346626421723136,2020-07-18
1284346548139286528,2020-07-18
1284346525913620480,2020-07-18
1284346355616493568,2020-07-18
1284346285286461440,2020-07-18
1284346182207262733,2020-07-18
1284346045317685248,2020-07-18
1284345894486319105,2020-07-18
1284345844225978368,2020-07-18
1284345795060342784,2020-07-18
1284345735987843072,2020-07-18
1284345702198452224,2020-07-18
1284345659680751624,2020-07-18
1284345635412606977,2020-07-18
1284344781808730112,2020-07-18
1284325280820211715,2020-07-18
1284325226478788608,2020-07-18
1284282946850086912,2020-07-18
1284255474691575808,2020-07-17
1284255473424891905,2020-07-17
1284255472229519360,2020-07-17
1284225001659523077,2020-07-17
1284224894092312581,2020-07-17
1284224278666321920,2020-07-17
1284162207232733185,2020-07-17
1284117448409649153,2020-07-17
1284116202592272385,2020-07-17
1283965224274538499,2020-07-17
1283963886786547712,2020-07-17
1283963431901696000,2020-07-17
1283961742666739716,2020-07-17
1283954475502313472,2020-07-17
1283954373832380416,2020-07-17
1283954052494233603,2020-07-17
1283953999809515520,2020-07-17
1283953904875601920,2020-07-17
1283953830074474496,2020-07-17
1283953629800652801,2020-07-17
1283953568349921280,2020-07-17
1283953337495429120,2020-07-17
1283953282709426178,2020-07-17
1283943240434163712,2020-07-17
1283911512080384003,2020-07-16
1283911447823765506,2020-07-16
1283858128912687120,2020-07-16
1283600539599675397,2020-07-16
1283566320802553857,2020-07-16
1283566317929472002,2020-07-16
1283566319405797378,2020-07-16
1283557240696340480,2020-07-16
1283557060748115968,2020-07-16
1283556743864373248,2020-07-16
1283556379853238277,2020-07-16
1283556360056119297,2020-07-16
1283538475900375040,2020-07-15
1283538412709052418,2020-07-15
1283487196247457792,2020-07-15
1283457975689117702,2020-07-15
1283457949864726528,2020-07-15
1283457944252801028,2020-07-15
1283457917207875584,2020-07-15
1283434584689049601,2020-07-15
1283434482322808837,2020-07-15
1283429106768662528,2020-07-15
1283428971611389952,2020-07-15
1283376421767917568,2020-07-15
1283374013100720128,2020-07-15
1283373044791160832,2020-07-15
1283371800982949891,2020-07-15
1283370156341760001,2020-07-15
1283368139204567040,2020-07-15
1283365563553767424,2020-07-15
1283249011860922368,2020-07-15
1283248897301843968,2020-07-15
1283240553900118017,2020-07-15
1283240204522921984,2020-07-15
1283224082318843904,2020-07-15
1283223267713703938,2020-07-15
1283222832512675840,2020-07-15
1283222507760300032,2020-07-15
1283221433859153931,2020-07-15
1283219567440023553,2020-07-15
1283215676488986628,2020-07-15
1283206648593612800,2020-07-15
1283192212986232837,2020-07-15
1283175832333291522,2020-07-14
1283175820027199489,2020-07-14
1283175795469557767,2020-07-14
1283169622225756162,2020-07-14
1283064290233245701,2020-07-14
1283063782370095105,2020-07-14
1283063174288355335,2020-07-14
1283029342084358147,2020-07-14
1282892191082385408,2020-07-14
1282891169039552512,2020-07-14
1282890220082520064,2020-07-14
1282890085483061248,2020-07-14
1282889437102342145,2020-07-14
1282889405359968257,2020-07-14
1282889354684358657,2020-07-14
1282889320676896768,2020-07-14
1282889287596412928,2020-07-14
1282888933211279366,2020-07-14
1282888821001072640,2020-07-14
1282888655930097665,2020-07-14
1282888467719032833,2020-07-14
1282888409195974662,2020-07-14
1282888339604070400,2020-07-14
1282818772420702208,2020-07-13
1282818389883400198,2020-07-13
1282817828496826371,2020-07-13
1282814301452095489,2020-07-13
1282785784865665025,2020-07-13
1282785532217622534,2020-07-13
1282675421541289985,2020-07-13
1282669015794618373,2020-07-13
1282668779575615494,2020-07-13
1282659061029314560,2020-07-13
1282647375257964544,2020-07-13
1282644601665458176,2020-07-13
1282641318460653568,2020-07-13
1282639925205139456,2020-07-13
1282639766039781376,2020-07-13
1282639712746901505,2020-07-13
1282639140220215296,2020-07-13
1282638959131189248,2020-07-13
1282638560613601283,2020-07-13
1282638057452249089,2020-07-13
1282630838845345794,2020-07-13
1282291265661472771,2020-07-12
1282288813075771392,2020-07-12
1282286508716756993,2020-07-12
1282286510390288384,2020-07-12
1282281745585504265,2020-07-12
1282281466450391040,2020-07-12
1282281370958651393,2020-07-12
1282281237898559488,2020-07-12
1282281172131819520,2020-07-12
1282278706111709188,2020-07-12
1282276752090431490,2020-07-12
1282155171909435393,2020-07-12
1282149943164248070,2020-07-12
1282129696382234625,2020-07-12
1282117531994660869,2020-07-12
1282113922523435008,2020-07-12
1282113342082093061,2020-07-12
1282104681154609152,2020-07-12
1282022963987054592,2020-07-11
1282022835867791361,2020-07-11
1282022791857025025,2020-07-11
1282022576441700356,2020-07-11
1281940302782136320,2020-07-11
1281940128550858752,2020-07-11
1281940084460343298,2020-07-11
1281939972258439169,2020-07-11
1281939961860829184,2020-07-11
1281939533735624704,2020-07-11
1281939356823977984,2020-07-11
1281939232802713601,2020-07-11
1281932578048614402,2020-07-11
1281930300960976897,2020-07-11
1281928796501942272,2020-07-11
1281928645360091136,2020-07-11
1281928462702436353,2020-07-11
1281928087324721154,2020-07-11
1281927855782400011,2020-07-11
1281927670637432834,2020-07-11
1281927502072553474,2020-07-11
1281927265589309441,2020-07-11
